Prov/Terr,CD/DR,CSD/SDR,CMA-CA/RMR-AR,Classification,Description,Total - Taxable Returns/Total - Déclarations imposables,Total Income - Taxable Returns/Revenu total - Déclarations imposables,Total Tax - Taxable Returns/Impôt total- Déclarations imposables,Average Income - Taxable Returns/  Revenu moyen - Déclarations imposables,Total - All Returns/Total - Toutes les déclarations,Total Income - All Returns/Revenu total - Toutes les déclarations ,"Under $10,000 - All Returns/Moins de 10 000$ - Toutes les déclarations ","$10,000 to $14,999 - All Returns/10 000$ à 14 999$ - Toutes les déclarations ","$15,000 to $19,999 - All Returns/15 000$ à 19 999$ - Toutes les déclarations","$20,000 to $24,999 - All Returns/20 000$ à 24 999$ - Toutes les déclarations ","$25,000 to $29,999 - All Returns/25 000$ à 29 999$ - Toutes les déclarations","$30,000 to $34,999 - All Returns/30 000$ à 34 999$ - Toutes les déclarations ","$35,000 to $39,999 - All Returns/35 000$ à 39 999$ - Toutes les déclarations","$40,000 to $44,999 - All Returns/40 000$ à 44 999$ - Toutes les déclarations ","$45,000 to $49,999 - All Returns/45 000$ à 49 999$ - Toutes les déclarations","$50,000 to $59,999 - All Returns/50 000$ à 59 999$ - Toutes les déclarations ","$60,000 to $69,999 - All Returns/60 000$ à 69 999$ - Toutes les déclarations ","$70,000 to $79,999 - All Returns/70 000$ à 79 999$ - Toutes les déclarations ","$80,000 to $89,999 - All Returns/80 000$ à 89 999$ - Toutes les déclarations ","$90,000 to $99,999 - All Returns/90 000$ à 99 999$ - Toutes les déclarations ","$100,000 to $149,999 - All Returns/100 000$ à 149 999$ - Toutes les déclarations ","$150,000 to $249,999 - All Returns/150 000$ à 249 999$ - Toutes les déclarations ","$250,000 and over - All Returns/250 000$ et plus - Toutes les déclarations ",Average Income - All Returns/  Revenu moyen - Toutes les déclarations
48,6,6,0,OUT/EXT     ,High River,8580,529413000,84967000,62000,12030,572967000,1610,810,950,920,820,790,750,810,590,960,710,550,410,330,650,260,110,48000
48,6,8,0,OUT/EXT     ,Longview,290,15294000,2174000,52000,620,18457000,180,60,80,40,40,30,20,30,30,30,20,10,,,20,,,30000
48,6,9,0,OUT/EXT     ,Turner Valley,1350,82939000,13378000,62000,1960,89751000,300,170,140,180,130,100,110,100,90,160,100,100,70,50,120,30,20,46000
48,6,11,0,OUT/EXT     ,Black Diamond,1420,84057000,13551000,59000,2170,93725000,310,180,230,220,160,120,120,90,110,150,130,80,70,60,100,30,,43000
48,6,28,0,OUT/EXT     ,Mountain View County,480,34354000,6434000,71000,710,36887000,110,50,60,50,40,40,30,30,40,30,40,30,40,20,50,30,,52000
48,6,29,0,OUT/EXT     ,Carstairs,2660,168895000,27552000,64000,3800,183208000,540,290,300,260,250,210,240,210,170,300,270,180,150,100,220,80,30,48000
48,6,31,0,OUT/EXT     ,Cremona,600,38513000,6506000,64000,970,42861000,180,80,90,90,60,50,50,40,40,70,50,40,30,20,50,20,,44000
48,6,32,0,OUT/EXT     ,Didsbury,3510,201429000,30557000,57000,5320,225031000,830,420,500,480,360,320,330,270,240,370,290,230,190,140,260,70,30,42000
48,6,34,0,OUT/EXT     ,Olds,5800,351988000,56415000,61000,8630,388765000,1240,720,760,760,610,530,500,480,390,650,450,330,270,200,510,170,70,45000
48,6,36,0,OUT/EXT     ,Sundre,3310,207754000,35353000,63000,5180,229598000,890,410,530,470,330,290,280,250,200,340,290,200,150,130,260,120,40,44000
48,6,803,0,OUT/EXT     ,Eden Valley 216,,,,,80,250000,70,,,,,,,,,,,,,,,,,3000
48,6,0,0,TOTAL       ,Total (CD/DR),35530,2664040000,483065000,75000,51860,2864813000,7830,3820,4290,4070,3300,2950,2850,2700,2270,3690,2920,2230,1820,1400,3220,1490,1010,55000
48,7,1,0,OUT/EXT     ,Provost No. 52,320,19350000,3187000,60000,490,21220000,80,40,50,40,30,30,30,30,30,40,40,10,20,,30,,,44000
48,7,2,0,OUT/EXT     ,Provost,1610,105010000,17565000,65000,2150,111456000,270,110,160,190,140,120,130,130,90,160,160,100,90,60,150,60,30,52000
48,7,4,0,OUT/EXT     ,Czar,270,15689000,2300000,59000,380,17135000,50,30,40,30,30,30,20,20,20,40,20,20,10,,20,,,45000
48,7,6,0,OUT/EXT     ,Hughenden,270,15448000,2348000,57000,410,17064000,70,30,40,40,30,20,10,20,20,30,30,20,10,,20,,,42000
48,7,8,0,OUT/EXT     ,Amisk,180,9592000,1412000,55000,310,11249000,60,30,40,30,20,20,20,20,10,10,10,10,,,10,,,37000
48,7,11,0,OUT/EXT     ,Paintearth County No. 18,60,2866000,377000,52000,90,3318000,20,,,,,,,,,,,,,,,,,38000
48,7,12,0,OUT/EXT     ,Coronation,870,53795000,8449000,62000,1360,60020000,220,120,120,130,100,80,70,60,70,90,70,40,50,40,80,30,10,44000
48,7,14,0,OUT/EXT     ,Castor,780,41740000,6077000,53000,1340,49700000,170,200,160,130,100,80,70,80,50,80,60,50,40,20,50,20,,37000
48,7,16,0,OUT/EXT     ,Halkirk,170,9136000,1364000,55000,300,10501000,60,40,30,30,20,10,20,20,,20,20,,10,,20,,,35000
48,7,19,0,OUT/EXT     ,Stettler County No. 6,790,43471000,6551000,55000,1190,48192000,180,120,120,90,90,70,70,60,50,70,90,40,40,20,50,30,,41000
48,7,21,0,OUT/EXT     ,Big Valley,360,20388000,2845000,56000,590,23189000,100,60,70,60,50,30,30,30,30,30,30,10,20,20,20,,,39000
48,7,22,0,OUT/EXT     ,Gadsby,100,5889000,1003000,57000,170,6534000,30,20,20,20,10,,,10,,10,10,,,,,,,40000
48,7,24,0,OUT/EXT     ,Botha,280,13702000,2064000,49000,370,14768000,50,20,30,30,80,20,20,20,20,20,20,10,10,,10,,,39000
48,7,26,0,OUT/EXT     ,Stettler,4080,240782000,37875000,59000,6060,267400000,810,520,590,560,420,400,350,320,270,430,320,250,230,130,300,120,40,44000
48,7,29,0,OUT/EXT     ,Donalda,320,15492000,2139000,48000,580,18587000,100,80,70,50,40,40,40,30,20,30,20,20,20,20,10,,,32000
48,7,32,0,OUT/EXT     ,Alliance,230,14692000,2407000,64000,370,16476000,70,40,30,40,20,20,10,20,10,30,20,20,,,20,,,45000
48,7,34,0,OUT/EXT     ,Galahad,170,9131000,1340000,54000,250,10108000,40,20,20,20,10,20,20,20,10,20,20,20,,,10,,,41000
48,7,36,0,OUT/EXT     ,Forestburg,670,41928000,7160000,62000,1010,46164000,150,90,80,80,60,70,50,50,50,60,60,40,30,30,90,10,,46000
48,7,38,0,OUT/EXT     ,Heisler,170,8821000,1323000,53000,280,10093000,50,30,40,20,20,20,10,10,,20,20,10,10,,10,,,36000
48,7,39,0,OUT/EXT     ,Daysland,750,42407000,6070000,57000,1200,48334000,170,130,140,110,80,70,60,60,60,80,70,40,50,20,40,20,,40000
48,7,41,0,OUT/EXT     ,Strome,250,13019000,1962000,51000,400,14490000,80,40,40,30,30,30,30,30,20,30,20,10,10,,10,,,36000
48,7,42,0,OUT/EXT     ,Killam,760,45418000,7237000,60000,1090,49393000,150,90,80,80,80,70,60,50,50,80,70,60,40,40,70,10,,45000
48,7,44,0,OUT/EXT     ,Sedgewick,750,44943000,7440000,60000,1060,49135000,130,70,100,90,60,60,70,80,60,80,70,40,40,30,60,30,,47000
48,7,46,0,OUT/EXT     ,Lougheed,300,17265000,2735000,58000,430,18744000,60,40,40,50,40,20,30,30,30,20,30,10,20,10,20,,,43000
48,7,48,0,OUT/EXT     ,Hardisty,620,47769000,10173000,77000,900,51335000,130,70,60,70,60,50,50,50,40,50,50,50,40,30,80,20,,57000
48,7,49,0,OUT/EXT     ,Wainwright No. 61,300,16279000,2395000,54000,370,16876000,50,20,20,20,10,10,20,20,20,60,60,30,10,,,,,46000
48,7,51,0,OUT/EXT     ,Chauvin,410,26121000,4309000,64000,590,28316000,90,50,50,50,30,30,30,30,20,40,30,30,20,20,50,20,,48000
48,7,52,0,OUT/EXT     ,Edgerton,480,27435000,3984000,57000,760,30051000,150,50,70,60,40,40,40,40,40,50,40,40,20,20,40,10,,40000
48,7,54,0,OUT/EXT     ,Wainwright,4340,253868000,40220000,59000,5930,273158000,750,370,490,470,380,350,340,370,310,540,430,310,230,180,320,90,30,46000
48,7,56,0,OUT/EXT     ,Irma,570,33293000,4911000,58000,850,36625000,130,70,60,70,50,50,50,40,40,70,60,50,40,30,40,10,,43000
48,7,0,0,TOTAL       ,Total (CD/DR),21200,1254740000,199222000,59000,31260,1379631000,4450,2590,2830,2660,2130,1860,1740,1730,1430,2290,1940,1340,1140,770,1640,530,180,44000
48,8,1,0,OUT/EXT     ,Red Deer County,3210,253666000,46577000,79000,4500,269136000,620,300,360,320,260,250,210,210,190,330,260,190,190,150,380,170,100,60000
48,8,2,0,OUT/EXT     ,Elnora,350,17006000,2339000,49000,540,19318000,80,50,60,40,50,40,30,30,20,40,20,20,20,10,20,,,36000
48,8,4,0,OUT/EXT     ,Delburne,840,48695000,7907000,58000,1290,54306000,220,120,120,110,100,80,70,60,50,80,70,50,40,30,60,20,10,42000
48,8,5,0,OUT/EXT     ,Jarvis Bay,80,10919000,2335000,140000,100,11119000,10,,,,,,,,,,,10,,,,,,112000
48,8,6,0,OUT/EXT     ,Bowden,1290,72190000,11123000,56000,2000,81949000,320,180,190,190,140,140,110,90,90,140,110,90,60,40,100,30,10,41000
48,8,8,0,OUT/EXT     ,Innisfail,6160,363521000,58556000,59000,9140,400802000,1320,770,840,810,630,530,500,450,450,680,540,440,310,230,450,150,50,44000
48,8,9,0,OUT/EXT     ,Penhold,2200,126229000,20392000,57000,2970,134653000,410,220,190,210,170,190,180,190,160,280,200,150,130,90,180,30,,45000
48,8,12,0,OUT/EXT     ,Sylvan Lake,7000,465246000,80877000,66000,9610,494869000,1430,630,710,630,570,530,500,490,380,670,590,500,420,330,890,300,60,51000
48,8,13,0,OUT/EXT     ,Norglenwold,140,12873000,2182000,90000,200,13417000,30,10,10,20,10,,,10,10,10,10,,,,20,10,,68000
48,8,22,0,OUT/EXT     ,Lacombe County,620,35504000,5690000,58000,1020,40241000,180,110,110,90,70,60,60,40,40,60,60,40,40,30,40,20,,39000
48,8,23,0,OUT/EXT     ,Birchcliff,100,8822000,1431000,92000,120,9190000,10,,,,,,,,,,20,10,,,,,,79000
48,8,24,0,OUT/EXT     ,Eckville,1560,96530000,15204000,62000,2340,105328000,400,170,220,160,160,150,120,100,90,160,130,120,90,70,140,50,20,45000
48,8,25,0,OUT/EXT     ,Half Moon Bay,20,1846000,328000,80000,30,1904000,,,,,,,,,,,,,,,,,,68000
48,8,26,0,OUT/EXT     ,Bentley,1260,76730000,11738000,61000,1950,85275000,330,160,190,170,110,120,110,80,80,160,90,80,70,50,110,40,10,44000
48,8,29,0,OUT/EXT     ,Blackfalds,4000,245419000,42308000,61000,5380,259194000,790,360,300,290,310,320,310,280,300,470,370,330,250,190,380,110,10,48000
48,8,31,0,OUT/EXT     ,Lacombe,7760,493655000,78438000,64000,11360,541752000,1610,840,980,850,680,620,650,590,520,920,720,540,410,320,780,260,80,48000
48,8,32,0,OUT/EXT     ,Clive,830,48358000,7599000,58000,1220,52717000,190,110,90,100,70,60,80,60,50,90,70,70,40,40,60,30,,43000
48,8,34,0,OUT/EXT     ,Alix,730,43913000,7296000,60000,1130,48900000,190,100,100,90,60,70,60,60,50,80,60,40,40,30,60,20,10,43000
48,8,38,0,OUT/EXT     ,Ponoka County,780,38252000,5344000,49000,4930,74111000,2860,450,370,230,190,160,120,80,90,130,70,50,30,20,50,10,,15000
48,8,39,0,OUT/EXT     ,Ponoka,5790,335664000,53379000,58000,8620,372729000,1210,740,790,750,590,550,530,480,370,610,480,380,310,260,430,130,50,43000
48,8,44,0,OUT/EXT     ,Rimbey,2730,155571000,23986000,57000,4290,176656000,640,360,450,410,330,280,260,210,170,280,200,170,140,80,230,80,20,41000
48,8,0,0,TOTAL       ,Total (CD/DR),47450,2950611000,485028000,62000,72740,3247566000,12840,5690,6090,5470,4510,4160,3890,3510,3120,5200,4060,3270,2590,2000,4410,1470,470,45000
48,9,2,0,OUT/EXT     ,Clearwater County,1190,69671000,11405000,59000,1850,77266000,330,170,190,120,120,100,90,90,80,120,120,80,60,40,100,40,,42000
48,9,10,0,OUT/EXT     ,Caroline,940,53766000,8749000,57000,1660,62571000,350,170,200,130,100,90,80,60,60,80,80,80,50,40,70,30,,38000
48,9,15,0,OUT/EXT     ,Rocky Mountain House,7300,471033000,80799000,65000,11370,519317000,2000,930,1000,820,790,600,560,530,410,780,630,510,400,310,770,260,80,46000
48,9,0,0,TOTAL       ,Total (CD/DR),9430,594470000,100953000,63000,14880,659153000,2690,1270,1390,1070,1010,790,730,680,550,970,830,660,520,390,940,320,90,44000
48,10,1,0,OUT/EXT     ,Camrose County No. 22,940,55303000,8877000,59000,1490,62256000,250,130,130,130,100,70,80,80,80,120,100,60,40,30,70,20,10,42000
48,10,2,0,OUT/EXT     ,Bashaw,890,49529000,7354000,56000,1500,58265000,240,140,170,160,110,80,70,90,60,110,60,50,50,30,60,20,10,39000
48,10,3,0,OUT/EXT     ,Rosalind,200,13881000,2429000,68000,360,15871000,60,40,40,30,10,20,10,20,20,20,20,20,10,10,20,,,45000
48,10,4,0,OUT/EXT     ,Ferintosh,270,12728000,1724000,47000,490,15760000,80,70,60,40,50,40,20,20,10,40,10,10,10,,10,,,32000
48,10,6,0,OUT/EXT     ,Edberg,210,11200000,1567000,53000,320,12372000,50,40,20,30,20,20,20,20,20,30,20,,20,,20,,,39000
48,10,8,0,OUT/EXT     ,New Norway,510,27069000,3819000,53000,780,30538000,120,60,70,60,50,60,50,40,40,50,50,30,30,20,30,,,39000
48,10,9,0,OUT/EXT     ,Bawlf,470,27078000,4129000,58000,680,29473000,100,50,50,40,50,40,60,50,30,50,40,30,30,10,30,20,,43000
48,10,12,0,OUT/EXT     ,Bittern Lake,270,19673000,3739000,72000,390,20939000,50,30,30,20,30,20,20,20,20,40,30,20,20,10,20,,,54000
48,10,14,0,OUT/EXT     ,Hay Lakes,470,29907000,5303000,63000,710,32109000,130,50,60,50,30,30,40,40,20,60,50,40,20,30,40,10,,46000
48,10,16,0,OUT/EXT     ,Beaver County,170,8038000,1076000,49000,310,10004000,50,50,30,30,20,20,20,10,10,20,20,,,,,,,32000
48,10,18,0,OUT/EXT     ,Tofield,2840,167664000,27939000,59000,4260,185610000,660,320,420,370,290,240,210,220,190,310,230,200,170,120,230,70,20,44000
48,10,19,0,OUT/EXT     ,Ryley,460,23756000,3624000,52000,750,27881000,120,70,80,70,60,40,40,30,30,60,40,30,20,10,30,,,37000
48,10,21,0,OUT/EXT     ,Holden,370,20088000,3007000,54000,670,23961000,110,80,80,70,50,30,30,40,30,30,30,20,10,20,30,,,36000
48,10,22,0,OUT/EXT     ,Viking,1050,63002000,9805000,60000,1600,70665000,190,160,190,170,100,100,80,90,60,100,110,50,40,40,90,30,10,44000
48,10,26,0,OUT/EXT     ,Minburn County No. 27,220,12216000,1873000,56000,360,13931000,60,40,40,20,20,20,20,20,20,30,20,20,,,20,,,39000
48,10,28,0,OUT/EXT     ,Vegreville,3740,216418000,33734000,58000,5800,244235000,740,540,630,560,380,350,330,310,290,410,330,230,200,130,260,90,30,42000
48,10,31,0,OUT/EXT     ,Innisfree,250,11213000,1504000,45000,500,15061000,100,70,70,60,30,30,30,30,20,30,10,,10,,,,,30000
48,10,32,0,OUT/EXT     ,Minburn,110,5147000,707000,46000,200,6183000,50,20,30,10,10,,20,10,10,10,,,,,,,,30000
48,10,34,0,OUT/EXT     ,Mannville,680,37718000,5718000,55000,1140,43868000,190,110,130,110,90,60,50,60,60,80,60,40,40,20,40,10,,38000
48,10,36,0,OUT/EXT     ,Vermilion River County No. 24,1060,68568000,11702000,65000,1490,73715000,220,90,130,100,100,90,80,90,60,120,90,60,60,40,100,40,10,49000
48,10,38,0,OUT/EXT     ,Paradise Valley,270,15312000,2126000,57000,430,17198000,80,40,40,40,30,30,20,30,20,40,20,20,10,10,30,,,40000
48,10,41,0,OUT/EXT     ,Kitscoty,880,56003000,9648000,63000,1240,60236000,180,80,90,80,80,80,70,60,60,90,80,60,60,40,100,20,,49000
48,10,42,0,OUT/EXT     ,Vermilion,3160,184861000,29005000,58000,4600,202803000,590,390,410,350,310,290,290,260,240,330,280,210,190,150,210,60,30,44000
48,10,44,0,OUT/EXT     ,Marwayne,620,35813000,5732000,58000,1010,40143000,200,100,80,90,60,50,50,50,40,70,50,40,30,30,50,10,,40000
48,10,46,0,OUT/EXT     ,Dewberry,290,15559000,2376000,53000,530,18312000,110,60,70,30,30,30,20,20,20,40,30,20,10,,10,,,35000
48,10,48,0,OUT/EXT     ,Two Hills County No. 21,210,10284000,1420000,50000,450,13338000,110,50,70,30,40,30,20,20,20,30,10,,,,,,,30000
48,10,49,0,OUT/EXT     ,Derwent,160,8301000,1150000,53000,290,9985000,50,30,50,20,10,20,10,10,,20,10,10,,,10,,,35000
48,10,51,0,OUT/EXT     ,Myrnam,290,13899000,1974000,48000,550,16873000,120,50,70,60,30,30,20,30,20,40,20,20,10,,10,,,31000
48,10,52,0,OUT/EXT     ,Two Hills,880,45965000,7204000,52000,1630,54368000,370,200,170,160,100,90,90,90,70,90,60,50,30,20,40,20,,33000
48,10,56,0,OUT/EXT     ,Willingdon,300,16238000,2402000,54000,600,20793000,100,70,100,70,40,30,30,30,20,30,20,20,20,10,20,,,34000
48,10,58,0,OUT/EXT     ,Lamont County,370,21579000,3381000,59000,590,24413000,80,80,80,40,30,40,20,40,30,30,30,20,20,10,30,,,42000
48,10,59,0,OUT/EXT     ,Andrew,480,27804000,4494000,58000,860,33272000,160,80,110,80,60,60,40,40,20,40,30,30,20,20,50,20,,39000
48,10,61,0,OUT/EXT     ,Mundare,750,44449000,7325000,59000,1230,50554000,180,120,150,110,90,60,80,40,60,80,60,50,40,30,70,20,,41000
48,10,62,0,OUT/EXT     ,Chipman,250,13896000,2343000,57000,390,15642000,70,40,40,30,20,20,20,20,20,20,20,20,20,,20,,,40000
48,10,64,0,OUT/EXT     ,Lamont,1260,81924000,14438000,65000,1830,89313000,240,140,170,150,110,120,100,80,80,120,90,90,90,40,160,40,10,49000
48,10,0,0,TOTAL       ,Total (CD/DR),25350,1472080000,234649000,58000,40000,1659935000,6170,3700,4160,3480,2640,2330,2140,2070,1810,2760,2150,1580,1340,960,1930,580,210,41000
48,11,1,0,OUT/EXT     ,Wetaskiwin County No. 10,2470,144194000,22850000,58000,3970,162432000,670,390,430,310,270,230,210,190,170,250,210,140,110,80,230,70,20,41000
48,11,8,0,OUT/EXT     ,Ma-Me-O Beach,90,5381000,850000,58000,300,7230000,130,30,30,30,10,,,10,,20,,,,,,,,24000
48,11,11,0,OUT/EXT     ,Millet,2560,161297000,27792000,63000,3790,175132000,620,330,270,270,240,180,180,180,170,300,250,200,140,90,250,90,30,46000
48,11,26,0,OUT/EXT     ,Breton,720,41751000,6937000,58000,1280,48741000,250,130,140,120,90,70,60,50,40,70,50,50,40,30,70,20,,38000
48,11,31,0,OUT/EXT     ,Drayton Valley,6930,477720000,87856000,69000,9680,508274000,1440,690,780,690,570,550,460,400,380,630,580,490,440,340,880,290,80,53000
48,11,32,0,OUT/EXT     ,Brazeau County,820,54009000,9685000,66000,1260,58423000,230,110,110,90,70,60,60,50,50,70,70,60,40,40,120,30,,46000
48,11,0,0,TOTAL       ,Total (CD/DR),13580,884352000,155970000,65000,20280,960232000,3350,1680,1760,1500,1250,1100,980,870,820,1340,1150,950,770,580,1550,510,140,47000
48,12,4,0,OUT/EXT     ,Bonnyville No. 87,1420,88362000,15425000,62000,2120,96950000,360,170,210,150,130,110,100,80,60,140,150,100,90,60,160,50,,46000
48,12,5,0,OUT/EXT     ,Lakeland County,940,57028000,10249000,61000,1450,62837000,250,130,150,120,100,70,70,80,70,80,80,50,50,30,80,40,,43000
48,12,9,0,OUT/EXT     ,Bonnyville,6170,447577000,85016000,73000,8680,477747000,1190,650,700,630,500,470,390,370,340,590,510,430,390,320,780,330,100,55000
48,12,12,0,OUT/EXT     ,Glendon,580,33482000,5479000,58000,940,37941000,150,90,110,90,60,40,60,30,30,60,40,40,40,30,50,20,,40000
48,12,14,0,OUT/EXT     ,St. Paul County No. 19,1430,78449000,12110000,55000,2520,92041000,490,260,300,200,190,140,120,120,80,170,120,80,70,40,100,40,,36000
48,12,16,0,OUT/EXT     ,Elk Point,1350,82964000,13939000,61000,2040,91391000,320,160,200,180,130,120,100,80,90,140,130,100,80,70,120,30,,45000
48,12,18,0,OUT/EXT     ,St. Paul,4180,253679000,41661000,61000,6340,283514000,770,560,750,540,460,350,350,320,260,470,370,290,270,170,300,90,40,45000
48,12,22,0,OUT/EXT     ,Smoky Lake County,460,25172000,4218000,55000,1480,38618000,540,150,180,110,90,70,60,40,40,60,40,30,20,20,40,,,26000
48,12,24,0,OUT/EXT     ,Vilna,400,22275000,3938000,56000,810,27895000,150,100,120,80,50,40,40,40,20,60,20,20,20,10,20,10,,34000
48,12,26,0,OUT/EXT     ,Waskatenau,370,21954000,3614000,59000,620,25576000,90,60,80,60,50,30,30,30,30,30,30,20,20,10,40,10,,41000
48,12,29,0,OUT/EXT     ,Smoky Lake,960,54956000,8839000,57000,1700,65036000,240,210,220,180,100,100,80,80,80,100,70,50,40,40,90,30,,38000
48,12,35,0,OUT/EXT     ,Lac la Biche,3350,217939000,39633000,65000,5320,242006000,960,460,480,380,360,310,260,210,220,310,290,240,210,150,330,130,40,45000
48,12,802,0,OUT/EXT     ,Unipouheos 121,50,1587000,173000,34000,580,7792000,330,60,60,30,30,20,20,,,,,,,,,,,13000
48,12,806,0,OUT/EXT     ,Saddle Lake 125,120,4338000,545000,36000,1270,17265000,700,150,120,70,50,50,30,30,20,20,20,10,,,,,,14000
48,12,811,0,OUT/EXT     ,Kehewin 123,30,1204000,168000,40000,430,5171000,250,60,40,20,10,10,,,,,,,,,,,,12000
48,12,0,0,TOTAL       ,Total (CD/DR),21790,1390966000,245007000,64000,36320,1571781000,6780,3250,3720,2820,2320,1940,1700,1520,1350,2210,1870,1500,1280,950,2120,790,210,43000
48,13,1,0,OUT/EXT     ,Lac Ste. Anne County,1600,89406000,14365000,56000,2990,105882000,660,320,320,270,200,150,140,140,90,170,110,110,80,60,120,40,,35000
48,13,2,0,OUT/EXT     ,Mayerthorpe,1650,92082000,15165000,56000,2700,105034000,440,290,300,240,180,140,130,110,100,180,170,120,90,70,100,30,,39000
48,13,4,0,OUT/EXT     ,Sangudo,530,28863000,4416000,55000,880,33502000,130,100,120,70,70,50,50,40,30,50,50,40,20,10,40,,,38000
48,13,12,0,OUT/EXT     ,Alberta Beach,1020,60930000,10243000,60000,1540,67824000,210,160,140,130,100,90,70,80,70,110,80,70,50,50,90,30,,44000
48,13,14,0,OUT/EXT     ,Onoway,2830,177029000,30862000,63000,4150,192000000,630,350,350,300,220,210,230,190,180,320,270,220,170,140,270,90,20,46000
48,13,18,0,OUT/EXT     ,Barrhead County No. 11,590,30641000,3668000,52000,960,35367000,170,90,90,80,60,70,70,50,30,90,50,30,20,20,30,,,37000
48,13,19,0,OUT/EXT     ,Barrhead,4050,221284000,33419000,55000,6450,253658000,860,600,810,580,450,430,370,370,310,400,350,240,200,120,280,70,20,39000
48,13,28,0,OUT/EXT     ,Westlock County,2100,112310000,17160000,54000,3430,127942000,630,340,370,270,240,200,200,150,140,230,180,120,100,70,150,40,,37000
48,13,29,0,OUT/EXT     ,Woodlands County,720,41282000,6767000,57000,1150,46192000,210,110,120,80,70,60,50,60,50,80,60,50,30,30,60,20,,40000
48,13,30,0,OUT/EXT     ,Whitecourt,6800,453635000,84614000,67000,9260,480479000,1370,620,680,650,580,480,420,380,360,610,670,510,430,380,800,260,80,52000
48,13,31,0,OUT/EXT     ,Westlock,3650,206527000,32715000,57000,6030,238717000,830,630,750,660,430,340,310,310,210,370,290,220,200,130,230,100,30,40000
48,13,32,0,OUT/EXT     ,Clyde,510,28365000,4589000,56000,840,32329000,140,90,90,80,60,50,40,40,30,50,40,30,30,20,40,,,38000
48,13,36,0,OUT/EXT     ,Thorhild County No. 7,630,35405000,6064000,57000,1050,40269000,180,110,120,90,60,70,60,50,30,60,50,40,30,20,60,20,,38000
48,13,42,0,OUT/EXT     ,Thorhild,740,45787000,7977000,62000,1210,51731000,190,130,140,90,80,70,50,60,50,70,60,40,40,40,90,20,,43000
48,13,44,0,OUT/EXT     ,Athabasca County No. 12,1450,85735000,14492000,59000,2440,97519000,470,260,270,190,160,120,120,120,90,140,110,80,60,50,150,60,,40000
48,13,46,0,OUT/EXT     ,Boyle,1260,77309000,13767000,62000,1980,86246000,310,190,220,160,130,110,100,90,70,110,100,80,70,50,120,50,,44000
48,13,47,0,OUT/EXT     ,Sunset Beach,30,1937000,391000,75000,30,2065000,,,,,,,,,,,,,,,,,,61000
48,13,48,0,OUT/EXT     ,Athabasca,3690,244111000,41830000,66000,5370,264882000,710,470,490,440,320,270,340,270,200,340,300,240,210,180,410,160,30,49000
48,13,49,0,OUT/EXT     ,Island Lake,130,7472000,1255000,59000,170,8031000,20,10,10,,10,20,10,,10,20,10,,,,10,,,47000
48,13,51,0,OUT/EXT     ,Island Lake South,50,3039000,535000,61000,60,3215000,,,,,,,,,,,,,,,,,,50000
48,13,55,0,OUT/EXT     ,South Baptiste,30,1928000,286000,57000,50,2087000,,,,,,,,,,,,,,,,,,45000
48,13,57,0,OUT/EXT     ,West Baptiste,20,1639000,292000,68000,30,1828000,,,,,,,,,,,,,,,,,,54000
48,13,61,0,OUT/EXT     ,Whispering Hills,60,3996000,744000,67000,70,4115000,,,,,,,,,,,,,,,,,,56000
48,13,0,0,TOTAL       ,Total (CD/DR),34130,2050711000,345615000,60000,52830,2280913000,8180,4880,5390,4410,3430,2930,2760,2520,2050,3420,2960,2260,1860,1460,3070,1020,240,43000
48,14,3,0,OUT/EXT     ,Yellowhead County,2610,146218000,24132000,56000,4470,168760000,840,460,520,420,300,220,190,180,170,250,190,170,170,100,220,50,10,38000
48,14,19,0,OUT/EXT     ,Hinton,6050,383820000,67939000,63000,8160,407852000,1140,550,590,610,530,440,400,360,320,510,530,440,470,400,690,140,40,50000
48,14,24,0,OUT/EXT     ,Edson,6900,452206000,83432000,66000,9580,483042000,1370,700,720,660,610,540,480,420,380,620,540,500,500,380,850,260,50,50000
48,14,0,0,TOTAL       ,Total (CD/DR),15560,982243000,175503000,63000,22210,1059654000,3350,1720,1830,1690,1440,1200,1070,970,870,1390,1260,1100,1140,880,1760,450,100,48000
48,15,7,0,OUT/EXT     ,Crowsnest Pass,3270,196997000,33536000,60000,5000,220784000,700,460,520,490,370,300,240,230,190,290,200,190,190,190,310,110,30,44000
48,15,15,0,OUT/EXT     ,Bighorn No. 8,640,32276000,4809000,50000,830,34609000,90,60,70,70,60,70,70,60,40,60,40,30,30,20,30,,,42000
48,15,32,0,OUT/EXT     ,Improvement District No. 9,600,25930000,3728000,44000,710,26928000,80,30,70,60,80,70,80,50,50,40,40,20,,,10,,,38000
48,15,33,0,OUT/EXT     ,Jasper,2670,138663000,21295000,52000,3370,146630000,360,230,270,330,310,280,230,200,180,260,170,130,90,80,190,30,20,44000
48,15,35,0,OUT/EXT     ,Banff,4760,231256000,34632000,49000,6120,244966000,840,440,550,600,560,580,490,380,310,450,260,180,130,70,160,80,50,40000
48,15,802,0,OUT/EXT     ,"Stoney 142, 143, 144",40,1093000,115000,30000,1850,16693000,1230,170,140,90,70,50,30,20,20,20,,,,,,,,9000
48,15,0,0,TOTAL       ,Total (CD/DR),11970,626215000,98115000,52000,17880,690611000,3310,1390,1630,1640,1460,1350,1140,940,790,1120,710,550,450,370,690,230,110,39000
