Prov/Terr,CD/DR,CSD/SDR,CMA-CA/RMR-AR,Classification,Description,Total - Taxable Returns/Total - Déclarations imposables,Total Income - Taxable Returns/Revenu total - Déclarations imposables,Total Tax - Taxable Returns/Impôt total- Déclarations imposables,Average Income - Taxable Returns/  Revenu moyen - Déclarations imposables,Total - All Returns/Total - Toutes les déclarations,Total Income - All Returns/Revenu total - Toutes les déclarations ,"Under $10,000 - All Returns/Moins de 10 000$ - Toutes les déclarations ","$10,000 to $14,999 - All Returns/10 000$ à 14 999$ - Toutes les déclarations ","$15,000 to $19,999 - All Returns/15 000$ à 19 999$ - Toutes les déclarations","$20,000 to $24,999 - All Returns/20 000$ à 24 999$ - Toutes les déclarations ","$25,000 to $29,999 - All Returns/25 000$ à 29 999$ - Toutes les déclarations","$30,000 to $34,999 - All Returns/30 000$ à 34 999$ - Toutes les déclarations ","$35,000 to $39,999 - All Returns/35 000$ à 39 999$ - Toutes les déclarations","$40,000 to $44,999 - All Returns/40 000$ à 44 999$ - Toutes les déclarations ","$45,000 to $49,999 - All Returns/45 000$ à 49 999$ - Toutes les déclarations","$50,000 to $59,999 - All Returns/50 000$ à 59 999$ - Toutes les déclarations ","$60,000 to $69,999 - All Returns/60 000$ à 69 999$ - Toutes les déclarations ","$70,000 to $79,999 - All Returns/70 000$ à 79 999$ - Toutes les déclarations ","$80,000 to $89,999 - All Returns/80 000$ à 89 999$ - Toutes les déclarations ","$90,000 to $99,999 - All Returns/90 000$ à 99 999$ - Toutes les déclarations ","$100,000 to $149,999 - All Returns/100 000$ à 149 999$ - Toutes les déclarations ","$150,000 to $249,999 - All Returns/150 000$ à 249 999$ - Toutes les déclarations ","$250,000 and over - All Returns/250 000$ et plus - Toutes les déclarations ",Average Income - All Returns/  Revenu moyen - Toutes les déclarations
10,7,16,0,OUT/EXT     ,Port Rexton,310,10640000,1381000,34000,500,12648000,80,80,100,60,40,30,20,20,,20,10,,,,,,,25000
10,7,17,0,OUT/EXT     ,Little Catalina,260,8596000,1135000,33000,420,10333000,70,60,80,60,50,20,20,20,,10,,,,,,,,25000
10,7,20,0,OUT/EXT     ,Elliston,160,5440000,711000,34000,280,6698000,60,50,50,30,20,20,10,10,,,,,,,,,,24000
10,7,22,0,OUT/EXT     ,Trinity Bay North,1030,37654000,5199000,36000,1720,45513000,280,290,310,190,140,130,80,60,40,70,40,30,20,10,20,,,26000
10,7,23,0,OUT/EXT     ,Bonavista,1990,71989000,10008000,36000,3230,85321000,510,540,540,370,310,210,170,140,100,110,80,40,40,20,40,,,26000
10,7,24,0,OUT/EXT     ,"Division No. 7, Subd. G",170,5529000,697000,32000,320,6967000,70,60,60,40,20,20,10,,,,,,,,,,,22000
10,7,25,0,OUT/EXT     ,Keels,30,1132000,164000,38000,60,1424000,10,,10,,,,,,,,,,,,,,,25000
10,7,26,0,OUT/EXT     ,Duntara,20,754000,96000,33000,40,937000,,,10,,,,,,,,,,,,,,,23000
10,7,27,0,OUT/EXT     ,King's Cove,60,2976000,454000,47000,100,3436000,20,10,10,,,10,,,,,,,,,,,,34000
10,7,28,0,OUT/EXT     ,"Division No. 7, Subd. F",480,16390000,2052000,34000,860,20887000,130,160,160,90,80,60,40,40,30,30,20,10,,,,,,24000
10,7,31,0,OUT/EXT     ,"Division No. 7, Subd. E",1400,51977000,7373000,37000,2310,61997000,410,350,390,240,200,170,110,90,90,100,50,30,30,10,40,,,27000
10,7,32,0,OUT/EXT     ,Musgravetown,320,18788000,3727000,58000,500,20496000,70,70,80,40,50,40,20,30,20,30,20,10,10,,10,,,41000
10,7,36,0,OUT/EXT     ,Port Blandford,310,13204000,2101000,42000,450,14787000,60,50,70,70,30,40,20,20,20,30,10,,,,10,,,33000
10,7,37,0,OUT/EXT     ,Traytown,210,8851000,1336000,43000,310,9898000,50,30,50,30,30,10,20,20,20,20,10,10,,,,,,32000
10,7,38,0,OUT/EXT     ,"Division No. 7, Subd. D",220,9282000,1386000,42000,350,10782000,50,60,50,40,30,20,20,20,,10,10,,,,10,,,31000
10,7,39,0,OUT/EXT     ,Savage Cove-Sandy Cove,60,2653000,444000,42000,90,2936000,,20,10,,,,10,,,,,,,,,,,33000
10,7,40,0,OUT/EXT     ,Terra Nova,40,1537000,252000,44000,40,1610000,,,,,,,,,,,,,,,,,,37000
10,7,42,0,OUT/EXT     ,Eastport,490,18798000,2520000,39000,790,22158000,140,110,130,100,60,60,50,40,20,30,20,10,10,,10,,,28000
10,7,43,0,OUT/EXT     ,Sandringham,130,5082000,731000,39000,210,5915000,40,30,40,20,20,10,10,10,,10,,,,,,,,28000
10,7,44,0,OUT/EXT     ,Glovertown,920,40075000,6026000,43000,1480,45782000,270,190,230,120,120,80,80,80,50,70,40,50,40,20,40,,,31000
10,7,46,0,OUT/EXT     ,Salvage,80,2148000,226000,26000,140,2760000,20,30,30,20,10,10,,,,,,,,,,,,20000
10,7,47,0,OUT/EXT     ,Gambo,1090,40911000,5609000,38000,1780,47987000,340,260,260,180,150,120,110,90,60,70,50,30,30,10,20,,,27000
10,7,48,0,OUT/EXT     ,St. Brendan's,100,4390000,645000,43000,160,5286000,30,30,30,20,10,,,,,,,,,,,,,33000
10,7,49,0,OUT/EXT     ,Hare Bay,480,16921000,2250000,35000,910,21228000,200,200,110,90,70,60,40,20,20,30,20,10,10,,10,,,23000
10,7,50,0,OUT/EXT     ,Centreville-Wareham-Trinity,580,20988000,2809000,36000,1030,25963000,200,190,160,100,90,60,50,40,30,40,20,20,10,,10,,,25000
10,7,54,0,OUT/EXT     ,Greenspond,200,6666000,840000,34000,290,7664000,30,50,30,30,40,20,20,20,,20,,,,,,,,27000
10,7,56,0,OUT/EXT     ,"Division No. 7, Subd. A",90,3025000,354000,32000,150,3555000,20,30,20,10,20,,20,,,,,,,,,,,25000
10,7,57,0,OUT/EXT     ,Dover,300,9539000,1276000,32000,590,12397000,140,140,80,50,50,30,20,10,,20,10,,,,,,,21000
10,7,60,0,OUT/EXT     ,New-Wes-Valley,1330,52507000,7473000,40000,2040,60753000,280,260,300,190,240,180,150,90,70,80,70,50,30,10,40,10,,30000
10,7,67,0,OUT/EXT     ,Indian Bay,90,3290000,505000,36000,170,4039000,30,40,20,10,20,,,,,,,,,,,,,24000
10,7,0,0,TOTAL       ,Total (CD/DR),18650,753138000,113757000,40000,29950,875859000,5010,4530,4650,3060,2530,2010,1610,1270,920,1270,890,690,490,270,580,140,30,29000
10,8,1,0,OUT/EXT     ,"Division No. 8, Subd. M",80,2159000,249000,28000,130,2736000,20,30,20,10,20,20,,,,,,,,,,,,21000
10,8,4,0,OUT/EXT     ,Lumsden,330,12545000,1753000,39000,450,13988000,50,70,60,40,50,40,40,30,20,30,10,,,,,,,31000
10,8,6,0,OUT/EXT     ,Musgrave Harbour,580,20948000,2692000,36000,930,24636000,160,140,150,100,100,80,40,40,30,40,30,20,10,,,,,26000
10,8,8,0,OUT/EXT     ,"Division No. 8, Subd. L",1330,48900000,6853000,37000,2400,59919000,490,450,360,200,210,150,120,90,60,100,60,50,30,10,30,,,25000
10,8,11,0,OUT/EXT     ,Carmanville,480,17733000,2516000,37000,880,21731000,190,170,130,80,70,60,20,30,20,40,20,20,10,,,,,25000
10,8,20,0,OUT/EXT     ,Fogo Island Region (Part),200,7236000,1002000,35000,350,8793000,50,80,50,40,40,20,20,10,,,,,,,,,,25000
10,8,21,0,OUT/EXT     ,Fogo,410,16797000,2392000,41000,620,19134000,80,100,80,70,70,50,40,20,20,20,30,20,10,,10,,,31000
10,8,22,0,OUT/EXT     ,Joe Batt's Arm-Barr'd Islands-Shoal Bay,370,12096000,1515000,33000,590,14351000,90,100,80,90,70,50,20,20,10,20,10,,,,,,,24000
10,8,23,0,OUT/EXT     ,Tilting,130,5478000,819000,41000,190,6122000,20,40,20,10,20,10,10,10,,10,,,,,,,,32000
10,8,24,0,OUT/EXT     ,Change Islands,120,3666000,466000,31000,230,5036000,30,60,40,30,10,10,,,,,,,,,,,,22000
10,8,25,0,OUT/EXT     ,Seldom-Little Seldom,240,8996000,1232000,38000,340,10122000,40,50,40,40,40,30,20,30,10,20,10,,,,,,,30000
10,8,31,0,OUT/EXT     ,"Division No. 8, Subd. H",970,30731000,3700000,32000,1840,39946000,380,410,300,200,130,110,90,50,40,50,30,20,10,,10,,,22000
10,8,32,0,OUT/EXT     ,Crow Head,100,4393000,599000,43000,220,5646000,50,50,40,20,,10,,,,,,,,,,,,26000
10,8,33,0,OUT/EXT     ,Summerford,450,15983000,2115000,35000,800,19710000,160,160,130,80,60,60,30,20,20,30,20,10,10,,,,,25000
10,8,35,0,OUT/EXT     ,Twillingate,1420,55156000,7671000,39000,2400,66198000,380,420,430,240,200,150,130,90,70,80,70,50,30,20,40,,,28000
10,8,36,0,OUT/EXT     ,"Division No. 8, Subd. G",190,7700000,1091000,41000,340,9561000,50,70,80,30,30,20,20,,,10,,,,,,,,28000
10,8,37,0,OUT/EXT     ,Campbellton,330,13288000,1911000,41000,510,15183000,90,80,80,40,40,30,20,30,20,30,10,10,10,,10,,,30000
10,8,38,0,OUT/EXT     ,Birchy Bay,290,10275000,1303000,36000,490,12273000,100,90,80,50,40,40,20,20,20,10,,,10,,,,,25000
10,8,39,0,OUT/EXT     ,Comfort Cove-Newstead,200,6511000,815000,33000,380,8505000,70,80,80,30,20,30,10,10,,10,,,,,,,,23000
10,8,40,0,OUT/EXT     ,Baytona,150,5299000,684000,36000,250,6284000,50,30,50,30,20,20,20,10,,10,,,,,,,,25000
10,8,42,0,OUT/EXT     ,"Division No. 8, Subd. F",100,6866000,1770000,67000,180,7632000,40,20,40,20,20,,,,,10,,,,,,,,43000
10,8,43,0,OUT/EXT     ,Embree,310,11467000,1501000,37000,540,13806000,120,80,80,50,60,30,30,20,20,30,10,10,,,,,,25000
10,8,44,0,OUT/EXT     ,Lewisporte,2150,92937000,14060000,43000,3390,106468000,550,470,510,310,280,230,200,150,130,150,130,90,70,40,60,20,,31000
10,8,45,0,OUT/EXT     ,Little Burnt Bay,140,4882000,645000,35000,250,5863000,60,40,30,20,30,20,10,,,10,,,,,,,,24000
10,8,46,0,OUT/EXT     ,"Division No. 8, Subd. E",80,2305000,238000,28000,170,3233000,40,50,30,20,10,,,,,,,,,,,,,19000
10,8,47,0,OUT/EXT     ,Point of Bay,60,2073000,253000,35000,120,2668000,30,10,20,10,,,,,,,,,,,,,,23000
10,8,48,0,OUT/EXT     ,Leading Tickles,120,3693000,414000,31000,220,4786000,30,60,50,20,20,10,10,10,,,,,,,,,,21000
10,8,49,0,OUT/EXT     ,Point Leamington,330,12842000,1736000,39000,560,15582000,90,80,110,50,60,40,40,20,20,20,10,,,,,,,28000
10,8,53,0,OUT/EXT     ,Pilley's Island,130,4934000,738000,38000,260,6292000,60,50,50,20,20,10,,10,,10,,,,,,,,24000
10,8,54,0,OUT/EXT     ,Triton,580,24125000,3833000,42000,860,27168000,120,130,160,90,70,50,40,20,30,30,30,20,10,10,30,,,32000
10,8,55,0,OUT/EXT     ,Brighton,110,4353000,683000,40000,160,4923000,30,30,30,10,20,,,,,,,,,,,,,30000
10,8,56,0,OUT/EXT     ,Lushes Bight-Beaumont-Beaumont North,100,3852000,582000,38000,200,4829000,50,50,30,20,,10,,,,,,,,,,,,24000
10,8,59,0,OUT/EXT     ,South Brook,240,9108000,1287000,38000,450,11437000,90,70,80,40,40,20,30,20,20,20,,,,,,,,26000
10,8,60,0,OUT/EXT     ,Robert's Arm,420,20028000,3400000,48000,730,23268000,150,110,120,60,50,30,30,40,20,20,10,20,20,,40,,,32000
10,8,61,0,OUT/EXT     ,Springdale,1800,78314000,12192000,44000,2950,90885000,530,430,470,260,210,160,160,110,90,150,90,80,60,40,80,20,,31000
10,8,62,0,OUT/EXT     ,Port Anson,70,2519000,295000,39000,140,3292000,40,20,20,20,,,,,,,,,,,,,,23000
10,8,63,0,OUT/EXT     ,Little Bay,50,2571000,438000,48000,90,2985000,20,20,20,,,,,,,,,,,,,,,33000
10,8,64,0,OUT/EXT     ,Little Bay Islands,50,1644000,204000,36000,90,2170000,20,20,20,,,,,,,,,,,,,,,24000
10,8,65,0,OUT/EXT     ,"Division No. 8, Subd. P",150,5097000,675000,35000,280,6699000,50,60,60,30,20,20,,,,,,,,,,,,24000
10,8,66,0,OUT/EXT     ,Beachside,50,2157000,380000,48000,70,2425000,20,,10,,,,,,,,,,,,,,,34000
10,8,67,0,OUT/EXT     ,"Division No. 8, Subd. O",110,3813000,536000,34000,160,4234000,30,10,20,40,10,10,,,,,,,,,,,,27000
10,8,69,0,OUT/EXT     ,King's Point,370,15601000,2483000,42000,580,17706000,110,80,100,40,30,40,30,20,30,30,30,20,,,20,,,31000
10,8,70,0,OUT/EXT     ,Nippers Harbour,80,2630000,349000,34000,110,2962000,10,20,10,10,10,10,,,,,,,,,,,,28000
10,8,71,0,OUT/EXT     ,Burlington,220,7998000,1058000,36000,420,9905000,110,70,70,30,40,30,20,10,20,20,,,,,,,,23000
10,8,72,0,OUT/EXT     ,Middle Arm,240,8214000,1067000,34000,390,9578000,70,70,60,40,30,20,30,10,20,20,,,,,,,,25000
10,8,74,0,OUT/EXT     ,"Division No. 8, Subd. A",120,4372000,611000,35000,240,5505000,60,50,30,40,10,20,,,,,,,,,,,,23000
10,8,75,0,OUT/EXT     ,Fleur de Lys,120,4580000,708000,37000,240,5901000,50,50,50,20,10,,10,10,,10,,,,,,,,24000
10,8,76,0,OUT/EXT     ,LaScie,510,17291000,2240000,34000,750,20067000,90,100,140,100,80,70,40,30,20,20,20,10,,,,,,27000
10,8,77,0,OUT/EXT     ,Brent's Cove,80,2947000,467000,37000,160,3796000,40,30,30,20,10,,,,,,,,,,,,,24000
10,8,78,0,OUT/EXT     ,Pacquet,90,3100000,337000,36000,170,4013000,30,30,40,20,10,10,,,,,,,,,,,,24000
10,8,79,0,OUT/EXT     ,Baie Verte,720,33852000,5455000,47000,1120,38356000,180,130,150,100,70,70,70,50,40,70,50,40,30,,40,10,,34000
10,8,91,0,OUT/EXT     ,Seal Cove (White Bay),160,5947000,858000,38000,300,7535000,70,40,60,30,30,10,,20,,10,,,,,,,,25000
10,8,92,0,OUT/EXT     ,Coachman's Cove,50,2118000,375000,43000,90,2687000,10,20,20,,,,,,,,,,,,,,,29000
10,8,93,0,OUT/EXT     ,Westport,90,3280000,458000,35000,200,4550000,40,40,40,20,20,10,,,,,,,,,,,,23000
10,8,95,0,OUT/EXT     ,Ming's Bight,150,6229000,1037000,40000,270,7372000,70,30,50,30,20,20,,,,,,,,,10,,,27000
10,8,96,0,OUT/EXT     ,Woodstock,110,4097000,637000,37000,180,4830000,40,20,40,20,,20,10,10,,,,,,,,,,27000
10,8,98,0,OUT/EXT     ,Miles Cove,70,2636000,380000,41000,130,3271000,30,20,20,10,,,,,,,,,,,,,,26000
10,8,0,0,TOTAL       ,Total (CD/DR),18680,730356000,105758000,39000,31560,868556000,5700,5300,5140,3060,2570,2010,1560,1200,940,1230,820,620,450,260,550,110,30,28000
10,9,1,0,OUT/EXT     ,"Division No. 9, Subd. F",50,1692000,224000,34000,90,2112000,10,30,20,,,,,,,,,,,,,,,25000
10,9,4,0,OUT/EXT     ,Englee,280,8288000,939000,29000,490,10567000,70,130,80,60,40,30,20,,,10,,,,,,,,22000
10,9,6,0,OUT/EXT     ,Roddickton,460,17532000,2447000,38000,750,20544000,120,140,90,80,60,70,40,30,20,20,30,10,10,,10,,,28000
10,9,8,0,OUT/EXT     ,Conche,120,4097000,558000,34000,180,4720000,30,40,30,20,20,20,10,,,,,,,,,,,26000
10,9,9,0,OUT/EXT     ,"Division No. 9, Subd. A",330,12382000,1630000,37000,530,14403000,70,70,100,60,50,50,30,20,30,20,20,,,,,,,27000
10,9,10,0,OUT/EXT     ,Trout River,240,6768000,765000,28000,510,9744000,100,140,90,60,30,30,20,10,10,,,,,,,,,19000
10,9,12,0,OUT/EXT     ,Norris Point,390,16063000,2454000,41000,600,18463000,100,80,80,70,40,40,40,30,30,30,20,10,10,,10,,,31000
10,9,13,0,OUT/EXT     ,Rocky Harbour,580,23511000,3600000,40000,840,26480000,110,100,130,90,70,60,40,50,30,50,40,30,10,,10,,,32000
10,9,15,0,OUT/EXT     ,Daniel's Harbour,150,6055000,1007000,41000,230,6975000,30,40,40,20,20,20,10,,,,,,,,10,,,30000
10,9,16,0,OUT/EXT     ,Cow Head,270,10858000,1740000,41000,420,12704000,50,80,70,40,40,20,20,20,10,20,20,20,10,,,,,30000
10,9,17,0,OUT/EXT     ,Parson's Pond,210,7230000,993000,34000,410,9498000,70,90,70,50,30,20,10,10,,,,,,,,,,23000
10,9,18,0,OUT/EXT     ,Hawke's Bay,200,6899000,934000,35000,310,8349000,40,50,50,40,20,30,20,20,10,10,,,,,,,,27000
10,9,19,0,OUT/EXT     ,Port Saunders,380,16014000,2294000,42000,600,18627000,70,80,90,70,50,50,30,30,20,30,20,20,10,10,,,,31000
10,9,20,0,OUT/EXT     ,St. Pauls,130,3736000,487000,30000,240,4977000,50,60,50,30,20,,,,,,,,,,,,,21000
10,9,21,0,OUT/EXT     ,"Division No. 9, Subd. C",1420,49223000,6766000,35000,2050,56574000,230,370,330,270,230,160,90,70,60,80,50,40,40,10,20,,,28000
10,9,22,0,OUT/EXT     ,Port au Choix,560,20641000,3032000,37000,760,23075000,90,90,110,90,100,70,60,40,30,30,20,10,10,10,10,,,30000
10,9,23,0,OUT/EXT     ,Anchor Point,190,8389000,1366000,44000,260,9113000,30,30,40,30,20,20,10,20,,20,10,,,,,,,35000
10,9,24,0,OUT/EXT     ,Flower's Cove,280,11042000,1601000,40000,440,12991000,50,70,90,40,50,30,10,20,10,20,10,,10,,,,,30000
10,9,26,0,OUT/EXT     ,Bird Cove,130,4106000,510000,32000,170,4603000,20,20,30,30,20,10,,,,,,,,,,,,26000
10,9,27,0,OUT/EXT     ,Bide Arm,80,2563000,284000,31000,140,3279000,20,30,20,20,20,10,10,,,,,,,,,,,23000
10,9,28,0,OUT/EXT     ,Main Brook,130,4414000,550000,33000,240,5644000,30,60,40,20,20,30,,,,,,,,,,,,24000
10,9,30,0,OUT/EXT     ,Glenburnie-Birchy Head-Shoal Brook,70,2081000,212000,29000,120,2642000,20,20,20,10,10,10,10,,,,,,,,,,,22000
10,9,31,0,OUT/EXT     ,"Division No. 9, Subd. D",1770,79878000,13196000,45000,2460,87293000,320,260,300,250,230,170,170,130,120,150,80,100,70,40,50,10,10,35000
10,9,32,0,OUT/EXT     ,St. Lunaire-Griquet,550,19037000,2596000,34000,840,22184000,120,150,130,110,80,50,60,30,10,40,20,20,20,,,,,26000
10,9,34,0,OUT/EXT     ,Cook's Harbour,130,4409000,597000,34000,190,5160000,20,40,30,20,20,20,10,,,,,,,,,,,27000
10,9,35,0,OUT/EXT     ,Raleigh,170,6330000,874000,37000,290,7671000,30,70,50,30,30,10,10,10,10,10,10,,,,,,,27000
10,9,37,0,OUT/EXT     ,Sally's Cove,10,378000,34000,34000,30,567000,,,,,,,,,,,,,,,,,,22000
10,9,41,0,OUT/EXT     ,"Division No. 9, Subd. H",50,1548000,207000,31000,80,1891000,,20,20,20,,,,,,,,,,,,,,25000
10,9,42,0,OUT/EXT     ,Bellburns,40,1402000,165000,37000,60,1691000,10,,20,,,,,,,,,,,,,,,27000
10,9,47,0,OUT/EXT     ,"Division No. 9, Subd. G",20,559000,49000,25000,40,800000,,,,,,,,,,,,,,,,,,21000
10,9,48,0,OUT/EXT     ,River of Ponds,150,5118000,738000,35000,210,5848000,30,40,40,30,20,10,10,,,,,,,,,,,28000
10,9,0,0,TOTAL       ,Total (CD/DR),9540,362245000,52848000,38000,14550,419189000,1960,2380,2270,1700,1360,1040,790,590,480,600,410,330,250,130,190,50,20,29000
10,10,2,0,OUT/EXT     ,L'Anse-au-Loup,330,15085000,2238000,46000,460,16526000,60,50,50,40,50,30,40,20,20,30,10,20,20,10,10,,,36000
10,10,3,0,OUT/EXT     ,Red Bay,110,3972000,451000,35000,180,4699000,30,40,30,20,10,,10,10,,,,,,,,,,26000
10,10,4,0,OUT/EXT     ,L'Anse-au-Clair,120,5778000,802000,48000,170,6443000,20,20,20,20,20,20,,,10,,,,,,10,,,37000
10,10,5,0,OUT/EXT     ,Forteau,230,9431000,1205000,41000,350,10758000,40,60,50,40,40,20,20,20,20,20,,10,,,,,,31000
10,10,6,0,OUT/EXT     ,West St. Modeste,140,4797000,559000,35000,230,5861000,30,40,50,20,20,20,,,,10,,,,,,,,25000
10,10,8,0,OUT/EXT     ,"Division No. 10, Subd. B",120,4005000,503000,35000,250,5379000,50,80,20,20,20,10,,,,,,,,,,,,22000
10,10,9,0,OUT/EXT     ,Port Hope Simpson,210,7621000,885000,36000,360,9240000,70,60,40,40,30,30,30,10,10,10,10,,,,,,,25000
10,10,10,0,OUT/EXT     ,St. Lewis,110,3857000,482000,35000,180,4540000,30,50,20,20,10,10,,,,,,,,,,,,26000
10,10,11,0,OUT/EXT     ,Mary's Harbour,210,7771000,1012000,38000,290,8621000,40,40,50,30,20,20,20,20,,20,,,,,,,,30000
10,10,12,0,OUT/EXT     ,"Cartwright, Labrador",260,9251000,1143000,36000,420,10935000,80,70,70,40,40,30,20,20,10,10,,,,,,,,26000
10,10,13,0,OUT/EXT     ,Charlottetown (Labrador),220,7596000,855000,34000,320,8675000,40,40,40,60,40,30,10,10,,10,,,,,,,,28000
10,10,20,0,OUT/EXT     ,"Division No. 10, Subd. C",,,,,20,545000,,,,,,,,,,,,,,,,,,36000
10,10,22,0,OUT/EXT     ,North West River,400,18944000,2833000,47000,1030,28899000,330,120,100,70,70,60,50,50,30,40,40,20,10,20,20,,,28000
10,10,25,0,OUT/EXT     ,Happy Valley-Goose Bay,4500,262847000,49273000,58000,6130,279674000,930,470,480,450,440,360,360,350,330,530,390,320,240,150,260,60,30,46000
10,10,29,0,OUT/EXT     ,"Division No. 10, Subd. D",340,25806000,4633000,77000,420,26285000,70,20,10,20,20,20,10,20,10,20,30,20,30,20,110,,,62000
10,10,32,0,OUT/EXT     ,Labrador City,4410,303744000,60082000,69000,5340,311351000,650,310,300,300,270,280,210,200,170,350,280,330,370,360,820,120,20,58000
10,10,34,0,OUT/EXT     ,Wabush,1280,86745000,17281000,68000,1520,88630000,170,90,80,100,90,80,80,60,40,100,80,80,100,90,230,40,,58000
10,10,42,0,OUT/EXT     ,"Division No. 10, Subd. E",30,1689000,275000,51000,390,8648000,150,60,20,30,30,20,20,20,,20,,,,,,,,22000
10,10,0,0,TOTAL       ,Total (CD/DR),13010,779412000,144583000,60000,18050,835709000,2790,1620,1420,1320,1210,1040,890,840,700,1210,910,850,810,680,1500,240,50,46000
10,11,10,0,OUT/EXT     ,Rigolet,130,5209000,720000,41000,230,6183000,60,40,20,20,20,10,20,,,10,,,,,,,,27000
10,11,15,0,OUT/EXT     ,Postville,100,3748000,473000,38000,150,4307000,30,10,20,20,20,10,10,,,,,,,,,,,29000
10,11,20,0,OUT/EXT     ,Makkovik,180,6818000,952000,38000,270,7652000,50,30,50,10,30,10,10,10,,20,10,10,,,,,,29000
10,11,30,0,OUT/EXT     ,Hopedale,180,7579000,1145000,43000,370,8909000,120,50,40,30,20,20,20,10,,10,,10,,,,,,24000
10,11,35,0,OUT/EXT     ,Nain,380,16921000,2523000,45000,720,19625000,230,100,60,40,40,40,40,20,30,40,30,30,20,,10,,,27000
10,11,0,0,TOTAL       ,Total (CD/DR),960,40276000,5814000,42000,1740,46675000,490,240,190,120,130,90,100,60,60,80,50,60,30,20,30,,,27000
10,0,0,0,TOTAL-PROV  ,Total Prov/Terr,278030,13508008000,2303585000,49000,420350,15027431000,68270,52440,51540,37340,31420,27350,24550,20000,16380,24060,17290,14140,10410,6550,13060,4070,1490,36000
11,0,0,105,CA/AR       ,Charlottetown,36650,1740896000,294232000,48000,50050,1874925000,7710,4640,5070,4360,3860,3670,3250,2960,2390,3750,2760,1820,1100,700,1380,410,230,37000
11,0,0,110,CA/AR       ,Summerside,11050,453027000,69067000,41000,15230,496559000,2270,1560,1900,1540,1300,1220,1110,1030,650,990,620,370,210,120,240,80,40,33000
11,0,0,0,TOTAL       ,Total (CA/AR),47700,2193923000,363299000,46000,65270,2371484000,9970,6210,6970,5900,5160,4890,4360,3990,3030,4740,3370,2180,1310,820,1630,500,260,36000
11,1,2,0,OUT/EXT     ,Murray Harbour,500,17735000,2356000,36000,660,19551000,90,100,90,70,70,50,40,40,30,30,20,20,,,,,,30000
11,1,4,0,OUT/EXT     ,Murray River,670,24813000,3457000,37000,950,27467000,160,100,130,90,90,100,60,50,30,50,40,20,,,10,,,29000
11,1,14,0,OUT/EXT     ,Lot 51,60,2103000,281000,38000,70,2207000,20,,,,,,10,,,,,,,,,,,30000
11,1,18,0,OUT/EXT     ,Montague,3350,126238000,18197000,38000,4730,141373000,660,520,720,590,480,380,320,240,170,250,140,80,50,40,70,20,,30000
11,1,21,0,OUT/EXT     ,Cardigan,1070,39153000,5527000,37000,1460,43097000,210,150,200,170,130,130,100,80,70,90,50,30,20,,10,,,30000
11,1,24,0,OUT/EXT     ,Georgetown,530,18138000,2504000,34000,720,20163000,110,80,110,100,80,60,50,50,30,40,20,,,,,,,28000
11,1,36,0,OUT/EXT     ,Souris,2540,96394000,13950000,38000,3520,106731000,510,390,480,400,380,340,230,210,130,170,110,50,40,20,50,20,10,30000
11,1,39,0,OUT/EXT     ,Lot 47,100,4134000,575000,40000,130,4427000,20,10,,10,20,10,10,20,,20,,,,,,,,33000
11,1,44,0,OUT/EXT     ,St. Peters Bay,640,25266000,3393000,40000,900,28127000,110,110,130,110,90,80,60,50,40,50,40,20,,,,,,31000
11,1,48,0,OUT/EXT     ,Morell,820,37992000,5763000,46000,1130,41052000,180,130,100,100,130,100,100,60,40,80,50,30,10,,20,,,36000
11,1,0,0,TOTAL       ,Total (CD/DR),10260,391966000,56004000,38000,14280,434195000,2070,1580,1960,1650,1460,1240,980,800,540,790,470,250,150,90,180,60,20,30000
11,2,1,0,OUT/EXT     ,Lot 62,370,13451000,2009000,37000,520,14868000,100,60,70,60,50,50,40,30,20,30,10,,,,,,,28000
11,2,6,0,OUT/EXT     ,Lot 58,600,22748000,3161000,38000,890,25972000,160,110,120,70,70,80,50,60,40,50,40,20,,,10,,,29000
11,2,9,0,OUT/EXT     ,Lot 50,860,35724000,5125000,42000,1150,38734000,150,120,130,110,100,100,100,90,50,90,50,30,10,10,10,,,34000
11,2,29,0,OUT/EXT     ,Lot 30,560,24546000,3960000,44000,760,26499000,120,80,80,70,70,50,40,50,40,50,40,20,,10,20,,,35000
11,2,32,0,OUT/EXT     ,Victoria,70,2699000,370000,37000,110,3118000,20,20,20,10,,,,,,,,,,,,,,30000
11,2,34,0,OUT/EXT     ,Crapaud,630,26248000,3742000,42000,870,28826000,120,90,120,90,70,80,60,50,40,60,50,20,,,10,,,33000
11,2,42,0,OUT/EXT     ,Lot 23,40,1998000,346000,49000,60,2126000,10,,,,,,,,,,,,,,,,,36000
11,2,43,0,OUT/EXT     ,Hunter River,1680,70881000,11224000,42000,2290,76811000,350,220,270,240,210,180,160,140,100,160,80,70,30,20,50,10,,33000
11,2,46,0,OUT/EXT     ,North Rustico,530,19434000,2744000,37000,720,21474000,90,70,120,110,70,40,50,40,20,40,20,,,,10,,,30000
11,2,51,0,OUT/EXT     ,Breadalbane,530,22611000,3478000,43000,720,24263000,130,70,80,60,70,50,60,50,40,40,30,20,,,,,,34000
11,2,59,0,OUT/EXT     ,Mount Stewart,1540,60240000,8850000,39000,2160,66418000,370,210,240,220,190,180,140,140,120,140,90,50,30,20,20,,,31000
